"Fecha","prov_residencia_persona_en_situacion_violencia","genero_persona_en_situacion_de_violencia","edad_persona_en_situacion_de_violencia","pais_nacimiento_persona_en_situacion_de_violencia","tipo_de_violencia_fisica","tipo_de_violencia_psicologica","tipo_de_violencia_sexual","tipo_de_violencia_economica_y_patrimonial","tipo_de_violencia_simbolica","tipo_de_violencia_domestica","modalidad_de_violencia_institucional","modalidad_de_violencia_laboral","modalidad_violencia_contra_libertad_reproductiva","modalidad_de_violencia_obstetrica","modalidad_de_violencia_mediatica","modalidad_de_violencia_otras","vinculo_con_la_persona_agresora","genero_de_la_persona_agresora"
"4/27/2022","Misiones","Mujer","29","Argentina","No","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja",""
"4/27/2022","Tucuman","Mujer","38","Argentina","No","Si","No","No","No","No","No","No","No","No","No","No","",""
"4/27/2022","Buenos Aires","Mujer","37","Venezolana","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","","Argentina","No","Si","No","No","No","No","No","No","No","No","No","No","",""
"4/27/2022","Buenos Aires","Mujer","","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","62","","No","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Santa Fe","Mujer","23","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja",""
"4/27/2022","Buenos Aires","Mujer","","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","31","Argentina","No","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","26","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja",""
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","32","","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Mendoza","Mujer","28","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Santa Fe","Mujer","23","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","57","Argentina","Si","Si","Si","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","47","","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Mendoza","Mujer","18","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","30","Argentina","No","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","24","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","20","Argentina","Si","Si","Si","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","30","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","31","Paraguaya","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","","","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","46","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","48","Argentina","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","37","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","35","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","21","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","71","","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","31","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","30","","No","Si","No","No","No","No","No","No","Si","No","No","No","","Varon"
"4/27/2022","Buenos Aires","Mujer","60","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","","Brasileña","No","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","27","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","46","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","47","Argentina","Si","Si","Si","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","34","","No","Si","Si","No","No","No","No","No","No","No","No","No","Otro","Varon"
"4/27/2022","Buenos Aires","Mujer","19","Argentina","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Padre o tutor","Varon"
"4/27/2022","Buenos Aires","Mujer","42","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Otro familiar","Varon"
"4/27/2022","Buenos Aires","Mujer","32","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","41","Argentina","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","30","","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","76","Argentina","No","Si","Si","No","No","No","No","No","No","No","No","No","Otro","Varon"
"4/27/2022","Buenos Aires","Mujer","","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","36","","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","32","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","34","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","20","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","25","","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","","","No","Si","Si","No","Si","No","No","No","No","No","No","No","Otro","Varon"
"4/27/2022","Buenos Aires","Mujer","43","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","37","Argentina","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","34","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Buenos Aires","Mujer","18","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja",""
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","32","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","65","","No","No","Si","No","No","No","No","No","No","No","No","Si","Otro","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","50","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","37","Peruana","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","34","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","46","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","30","Paraguaya","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","23","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","59","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Salta","Mujer","31","","No","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","37","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","San Luis","Mujer","29","","Si","Si","Si","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","33","","No","Si","No","No","No","No","No","No","No","No","No","Si","Otro","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","35","Argentina","Si","No","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","28","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","25","","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","74","","No","Si","No","No","No","No","Si","No","No","No","No","No","Otro","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","25","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Otro","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","44","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","74","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Otro familiar","Varon"
"4/27/2022","Ciudad Autonoma de Buenos Aires","Mujer","29","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Catamarca","Mujer","19","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Entre Rios","Mujer","38","Argentina","No","Si","No","No","No","No","No","No","No","No","No","No","",""
"4/28/2022","Salta","Mujer","26","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","52","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Mendoza","Mujer","","","No","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","37","Argentina","No","Si","No","No","No","No","No","No","No","No","No","No","",""
"4/28/2022","Tucuman","Mujer","37","Argentina","No","Si","No","No","No","No","No","No","No","No","No","No","",""
"4/28/2022","Buenos Aires","Mujer","30","Paraguaya","Si","Si","Si","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Mendoza","Mujer","38","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","21","","Si","Si","No","No","No","Si","No","No","No","No","No","No","",""
"4/28/2022","Buenos Aires","Mujer","33","Argentina","No","Si","No","No","No","No","No","No","No","No","No","No","",""
"4/28/2022","Buenos Aires","Mujer","22","Argentina","No","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Salta","Mujer","37","Argentina","No","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja",""
"4/28/2022","Buenos Aires","Mujer","","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja",""
"4/28/2022","Buenos Aires","Mujer","","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Otro","Varon"
"4/28/2022","Cordoba","Mujer","28","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","San Luis","Mujer","","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Corrientes","Mujer","25","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Tucuman","Mujer","","","Si","No","No","No","No","Si","No","No","No","No","No","No","Ex pareja",""
"4/28/2022","Buenos Aires","Mujer","30","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","23","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","31","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","30","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","31","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Santa Fe","Mujer","26","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","37","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","42","Argentina","No","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","26","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","23","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","41","Argentina","Si","Si","Si","No","Si","No","No","Si","No","No","No","No","Superior jerarquico","Varon"
"4/28/2022","Buenos Aires","Mujer","60","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","38","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","30","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","54","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","23","Argentina","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","40","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","83","","No","Si","No","No","Si","Si","No","No","No","No","No","No","Otro familiar","Varon"
"4/28/2022","Buenos Aires","Mujer","","Argentina","No","Si","Si","No","Si","No","No","No","No","No","No","No","Otro","Varon"
"4/28/2022","Buenos Aires","Mujer","40","Argentina","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","22","","No","Si","Si","No","Si","Si","No","No","No","No","No","No","Otro familiar","Varon"
"4/28/2022","Buenos Aires","Mujer","23","","No","Si","Si","No","No","No","Si","No","No","No","No","No","Otro","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","39","Argentina","No","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Mujer"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","42","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","30","Boliviana","Si","No","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","","","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja",""
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","53","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Otro familiar","Mujer"
"4/28/2022","Buenos Aires","Mujer","41","Argentina","No","Si","Si","Si","No","No","No","Si","No","No","No","No","Otro","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","30","Boliviana","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Buenos Aires","Mujer","42","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja",""
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","63","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","","23","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","65","Argentina","No","No","Si","No","No","No","No","No","No","No","No","Si","Otro","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","47","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","26","","Si","No","No","Si","No","No","No","Si","No","No","No","Si","Otro","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","40","Boliviana","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","34","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","43","Argentina","No","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","35","","No","Si","No","Si","No","Si","No","No","No","No","No","Si","Ex pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","35","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja",""
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","19","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/28/2022","Ciudad Autonoma de Buenos Aires","Mujer","51","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Otro familiar",""
"4/29/2022","San Luis","Mujer","","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","21","Argentina","Si","Si","No","No","No","No","Si","No","No","No","No","No","Otro","Varon"
"4/29/2022","Buenos Aires","Mujer","17","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja",""
"4/29/2022","Cordoba","Mujer","41","","Si","Si","Si","Si","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","30","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Jujuy","Mujer","34","Argentina","No","No","No","Si","No","No","No","No","No","No","No","No","",""
"4/29/2022","Santa Fe","Mujer","42","Argentina","No","No","No","Si","No","No","No","No","No","No","No","No","",""
"4/29/2022","Santa Fe","Mujer","46","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Santa Fe","Mujer","29","","No","Si","No","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","26","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Cordoba","Mujer","38","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Chaco","Mujer","","","No","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","29","","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","37","Paraguaya","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","","","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja",""
"4/29/2022","Santa Fe","Mujer","35","Argentina","Si","Si","Si","No","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Santa Fe","Mujer","62","Argentina","Si","Si","Si","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Salta","Mujer","28","Argentina","Si","Si","Si","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Otro familiar","Varon"
"4/29/2022","Buenos Aires","Mujer","49","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","21","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","35","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","22","Argentina","Si","Si","Si","No","Si","Si","No","No","No","No","No","No","Otro familiar","Varon"
"4/29/2022","Buenos Aires","Mujer","36","Argentina","Si","Si","Si","Si","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","30","","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","23","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","31","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","45","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","33","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","44","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","26","Argentina","Si","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","31","Argentina","Si","Si","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","21","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Padre o tutor","Varon"
"4/29/2022","Buenos Aires","Mujer","","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Otro familiar","Varon"
"4/29/2022","Buenos Aires","Mujer","33","","No","Si","No","Si","No","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","64","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","32","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","18","","No","Si","Si","No","Si","No","No","No","No","No","No","No","Otro","Varon"
"4/29/2022","Buenos Aires","Mujer","33","Argentina","Si","Si","Si","Si","Si","Si","Si","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","60","Argentina","Si","Si","Si","Si","No","No","No","No","No","No","No","No","Otro","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","16","Argentina","No","Si","Si","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","27","Argentina","No","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","33","Peruana","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Buenos Aires","Mujer","31","Argentina","No","No","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","28","Argentina","No","No","Si","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","36","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","","Chilena","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","50","Argentina","No","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","18","Argentina","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","","Mujer","14","","No","No","Si","No","No","No","No","No","No","No","No","Si","Otro","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","32","Argentina","No","No","Si","No","No","No","No","No","No","No","No","Si","Otro",""
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","37","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","","36","","No","No","No","Si","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/29/2022","Ciudad Autonoma de Buenos Aires","Mujer","51","","Si","Si","No","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/30/2022","Buenos Aires","Mujer","23","","No","Si","Si","No","Si","Si","No","No","No","No","No","No","Ex pareja","Varon"
"4/30/2022","Buenos Aires","Mujer","","Argentina","Si","Si","No","Si","Si","Si","No","No","No","No","No","No","Pareja","Varon"
"4/30/2022","Buenos Aires","Mujer","","","No","Si","No","No","No","Si","No","No","No","No","No","No","Ex pareja","Varon"
